asset_id,department,section_id,division,asset_type,defect_type,defect_severity,days_overdue,due_date,estimated_block_duration_hours,repeat_defect_count,sla_flag,asset_criticality_class,safety_risk_flag,priority_score,source_system
SIG-SEC-05-0168,Signal & Telecom,SEC-05,Moradabad,Signal,Relay Failure,Minor,7,2026-08-22,1.5,0,False,Branch Line,False,17.2,SMMS
SIG-SEC-07-0002,Signal & Telecom,SEC-07,Firozpur,Signal,Point Machine Failure,Minor,2,2026-08-27,1.4,1,False,Branch Line,False,17.2,SMMS
TRK-SEC-01-0137,Engineering,SEC-01,Ambala,Weld,Weld Defect,Minor,6,2026-08-23,1.5,0,False,Branch Line,False,16.5,TMS
TRK-SEC-03-0112,Engineering,SEC-03,Delhi,Track Geometry,Ballast Deficiency,Minor,6,2026-08-23,1.5,0,False,Branch Line,False,16.5,TMS
OHE-SEC-02-0085,Traction Distribution,SEC-02,Ambala,Feeder,OHE Wire Wear,Minor,6,2026-08-23,0.9,0,False,Branch Line,False,16.5,TDMS
TRK-SEC-08-0052,Engineering,SEC-08,Firozpur,Formation,Formation/Subgrade Defect,Minor,1,2026-08-28,2.4,1,False,Branch Line,False,16.5,TMS
SIG-SEC-08-0048,Signal & Telecom,SEC-08,Firozpur,Block Instrument,Signal Aspect Failure,Minor,6,2026-08-23,1.7,0,False,Branch Line,False,16.5,SMMS
SIG-SEC-06-0135,Signal & Telecom,SEC-06,Moradabad,Point Machine,Cable Insulation Fault,Minor,-13,2026-09-11,1.4,1,False,Branch Line,False,15.8,SMMS
SIG-SEC-01-0106,Signal & Telecom,SEC-01,Ambala,Point Machine,Signal Aspect Failure,Minor,-10,2026-09-08,1.3,1,False,Branch Line,False,15.8,SMMS
OHE-SEC-07-0107,Traction Distribution,SEC-07,Firozpur,Insulator,Feeder Fault,Minor,-12,2026-09-10,0.7,1,False,Branch Line,False,15.8,TDMS
OHE-SEC-03-0103,Traction Distribution,SEC-03,Delhi,Switching Post,Insulator Damage,Minor,-14,2026-09-12,1.0,1,False,Branch Line,False,15.8,TDMS
TRK-SEC-06-0205,Engineering,SEC-06,Moradabad,Track Geometry,Formation/Subgrade Defect,Minor,-3,2026-09-01,1.6,1,False,Branch Line,False,15.8,TMS
OHE-SEC-08-0075,Traction Distribution,SEC-08,Firozpur,Earthing System,Dropper Defect,Minor,0,2026-08-29,1.5,1,False,Branch Line,False,15.8,TDMS
TRK-SEC-01-0009,Engineering,SEC-01,Ambala,Formation,Rail Wear,Minor,-13,2026-09-11,1.8,1,False,Branch Line,False,15.8,TMS
TRK-SEC-03-0188,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Minor,-1,2026-08-30,2.3,1,False,Branch Line,False,15.8,TMS
OHE-SEC-05-0041,Traction Distribution,SEC-05,Moradabad,Switching Post,OHE Wire Wear,Minor,-14,2026-09-12,0.7,1,False,Branch Line,False,15.8,TDMS
TRK-SEC-02-0171,Engineering,SEC-02,Ambala,Weld,Formation/Subgrade Defect,Minor,-5,2026-09-03,2.5,1,False,Branch Line,False,15.8,TMS
TRK-SEC-01-0170,Engineering,SEC-01,Ambala,Ballast,Track Geometry - Twist,Minor,-7,2026-09-05,3.0,1,False,Branch Line,False,15.8,TMS
SIG-SEC-06-0058,Signal & Telecom,SEC-06,Moradabad,Point Machine,Axle Counter Fault,Minor,-8,2026-09-06,1.3,1,False,Branch Line,False,15.8,SMMS
TRK-SEC-06-0095,Engineering,SEC-06,Moradabad,Track Geometry,Formation/Subgrade Defect,Minor,-15,2026-09-13,2.0,1,False,Branch Line,False,15.8,TMS
TRK-SEC-08-0175,Engineering,SEC-08,Firozpur,Track Geometry,Gauge Widening,Minor,-10,2026-09-08,1.8,1,False,Branch Line,False,15.8,TMS
TRK-SEC-05-0194,Engineering,SEC-05,Moradabad,Rail,Rail Fracture,Minor,-8,2026-09-06,1.6,1,False,Branch Line,False,15.8,TMS
TRK-SEC-03-0055,Engineering,SEC-03,Delhi,Weld,Rail Wear,Minor,-2,2026-08-31,1.1,1,False,Branch Line,False,15.8,TMS
SIG-SEC-02-0055,Signal & Telecom,SEC-02,Ambala,Axle Counter,Interlocking Fault,Minor,0,2026-08-29,0.7,1,False,Branch Line,False,15.8,SMMS
TRK-SEC-06-0147,Engineering,SEC-06,Moradabad,Ballast,Gauge Widening,Minor,-11,2026-09-09,2.3,1,False,Branch Line,False,15.8,TMS
TRK-SEC-03-0146,Engineering,SEC-03,Delhi,Track Geometry,Formation/Subgrade Defect,Minor,5,2026-08-24,2.5,0,False,Branch Line,False,15.8,TMS
SIG-SEC-01-0045,Signal & Telecom,SEC-01,Ambala,Interlocking,Point Machine Failure,Minor,-12,2026-09-10,0.8,1,False,Branch Line,False,15.8,SMMS
TRK-SEC-08-0215,Engineering,SEC-08,Firozpur,Ballast,Track Geometry - Unevenness,Minor,-9,2026-09-07,2.5,1,False,Branch Line,False,15.8,TMS
SIG-SEC-06-0054,Signal & Telecom,SEC-06,Moradabad,Level Crossing Gate,Relay Failure,Minor,4,2026-08-25,0.6,0,False,Branch Line,False,15.2,SMMS
SIG-SEC-02-0149,Signal & Telecom,SEC-02,Ambala,Block Instrument,Cable Insulation Fault,Minor,4,2026-08-25,1.8,0,False,Branch Line,False,15.2,SMMS
TRK-SEC-02-0064,Engineering,SEC-02,Ambala,Weld,Weld Defect,Minor,3,2026-08-26,2.9,0,False,Branch Line,False,14.5,TMS
OHE-SEC-06-0015,Traction Distribution,SEC-06,Moradabad,Traction Substation,Earthing Fault,Minor,3,2026-08-26,0.6,0,False,Branch Line,False,14.5,TDMS
TRK-SEC-03-0084,Engineering,SEC-03,Delhi,Ballast,Rail Wear,Minor,3,2026-08-26,2.2,0,False,Branch Line,False,14.5,TMS
OHE-SEC-04-0156,Traction Distribution,SEC-04,Delhi,Insulator,OHE Wire Wear,Minor,3,2026-08-26,1.0,0,False,Branch Line,False,14.5,TDMS
SIG-SEC-08-0056,Signal & Telecom,SEC-08,Firozpur,Level Crossing Gate,Signal Aspect Failure,Minor,3,2026-08-26,1.5,0,False,Branch Line,False,14.5,SMMS
TRK-SEC-01-0210,Engineering,SEC-01,Ambala,Ballast,Track Geometry - Unevenness,Minor,2,2026-08-27,2.0,0,False,Branch Line,False,13.8,TMS
SIG-SEC-01-0125,Signal & Telecom,SEC-01,Ambala,Axle Counter,Level Crossing Gate Fault,Minor,2,2026-08-27,1.9,0,False,Branch Line,False,13.8,SMMS
TRK-SEC-02-0100,Engineering,SEC-02,Ambala,Formation,Rail Fracture,Minor,2,2026-08-27,2.7,0,False,Branch Line,False,13.8,TMS
SIG-SEC-07-0062,Signal & Telecom,SEC-07,Firozpur,Axle Counter,Point Machine Failure,Minor,1,2026-08-28,0.6,0,False,Branch Line,False,13.2,SMMS
SIG-SEC-07-0145,Signal & Telecom,SEC-07,Firozpur,Level Crossing Gate,Axle Counter Fault,Minor,1,2026-08-28,0.7,0,False,Branch Line,False,13.2,SMMS
TRK-SEC-06-0202,Engineering,SEC-06,Moradabad,Track Geometry,Weld Defect,Minor,1,2026-08-28,1.1,0,False,Branch Line,False,13.2,TMS
SIG-SEC-03-0177,Signal & Telecom,SEC-03,Delhi,Cable,Signal Aspect Failure,Minor,1,2026-08-28,2.0,0,False,Branch Line,False,13.2,SMMS
TRK-SEC-02-0024,Engineering,SEC-02,Ambala,Formation,Rail Fracture,Minor,-10,2026-09-08,2.7,0,False,Branch Line,False,12.5,TMS
SIG-SEC-01-0049,Signal & Telecom,SEC-01,Ambala,Level Crossing Gate,Level Crossing Gate Fault,Minor,-6,2026-09-04,0.5,0,False,Branch Line,False,12.5,SMMS
OHE-SEC-01-0030,Traction Distribution,SEC-01,Ambala,OHE Wire,Feeder Fault,Minor,-10,2026-09-08,0.6,0,False,Branch Line,False,12.5,TDMS
TRK-SEC-06-0159,Engineering,SEC-06,Moradabad,Weld,Gauge Widening,Minor,-1,2026-08-30,1.5,0,False,Branch Line,False,12.5,TMS
TRK-SEC-02-0126,Engineering,SEC-02,Ambala,Track Geometry,Ballast Deficiency,Minor,-11,2026-09-09,1.6,0,False,Branch Line,False,12.5,TMS
TRK-SEC-07-0142,Engineering,SEC-07,Firozpur,Track Geometry,Formation/Subgrade Defect,Minor,-12,2026-09-10,1.8,0,False,Branch Line,False,12.5,TMS
SIG-SEC-07-0101,Signal & Telecom,SEC-07,Firozpur,Signal,Relay Failure,Minor,-12,2026-09-10,0.9,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-04-0095,Signal & Telecom,SEC-04,Delhi,Cable,Block Instrument Fault,Minor,-5,2026-09-03,0.9,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-08-0150,Signal & Telecom,SEC-08,Firozpur,Cable,Axle Counter Fault,Minor,-7,2026-09-05,0.7,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-06-0122,Signal & Telecom,SEC-06,Moradabad,Block Instrument,Axle Counter Fault,Minor,-15,2026-09-13,0.5,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-08-0117,Signal & Telecom,SEC-08,Firozpur,Interlocking,Axle Counter Fault,Minor,-13,2026-09-11,1.7,0,False,Branch Line,False,12.5,SMMS
TRK-SEC-08-0125,Engineering,SEC-08,Firozpur,Formation,Formation/Subgrade Defect,Minor,0,2026-08-29,1.1,0,False,Branch Line,False,12.5,TMS
SIG-SEC-07-0146,Signal & Telecom,SEC-07,Firozpur,Block Instrument,Signal Aspect Failure,Minor,-5,2026-09-03,0.7,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-05-0166,Signal & Telecom,SEC-05,Moradabad,Block Instrument,Relay Failure,Minor,-10,2026-09-08,1.2,0,False,Branch Line,False,12.5,SMMS
SIG-SEC-02-0160,Signal & Telecom,SEC-02,Ambala,Axle Counter,Relay Failure,Minor,-15,2026-09-13,0.8,0,False,Branch Line,False,12.5,SMMS
OHE-SEC-04-0012,Traction Distribution,SEC-04,Delhi,Traction Substation,Earthing Fault,Minor,-14,2026-09-12,2.0,0,False,Branch Line,False,12.5,TDMS
OHE-SEC-03-0025,Traction Distribution,SEC-03,Delhi,Earthing System,Feeder Fault,Minor,-10,2026-09-08,0.8,0,False,Branch Line,False,12.5,TDMS
OHE-SEC-08-0007,Traction Distribution,SEC-08,Firozpur,Earthing System,Traction Substation Fault,Minor,-8,2026-09-06,1.3,0,False,Branch Line,False,12.5,TDMS
TRK-SEC-06-0150,Engineering,SEC-06,Moradabad,Rail,Track Geometry - Unevenness,Minor,-14,2026-09-12,2.0,0,False,Branch Line,False,12.5,TMS
TRK-SEC-05-0091,Engineering,SEC-05,Moradabad,Track Geometry,Track Geometry - Twist,Minor,-1,2026-08-30,2.9,0,False,Branch Line,False,12.5,TMS
TRK-SEC-07-0073,Engineering,SEC-07,Firozpur,Weld,Weld Defect,Minor,-4,2026-09-02,2.1,0,False,Branch Line,False,12.5,TMS
SIG-SEC-06-0042,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Point Machine Failure,Minor,-4,2026-09-02,1.4,0,False,Branch Line,False,12.5,SMMS
TRK-SEC-05-0085,Engineering,SEC-05,Moradabad,Track Geometry,Gauge Widening,Minor,-13,2026-09-11,2.0,0,False,Branch Line,False,12.5,TMS
TRK-SEC-08-0211,Engineering,SEC-08,Firozpur,Weld,Track Geometry - Twist,Minor,-4,2026-09-02,1.7,0,False,Branch Line,False,12.5,TMS
TRK-SEC-04-0173,Engineering,SEC-04,Delhi,Weld,Gauge Widening,Minor,-6,2026-09-04,1.6,0,False,Branch Line,False,12.5,TMS
SIG-SEC-03-0018,Signal & Telecom,SEC-03,Delhi,Interlocking,Point Machine Failure,Minor,-14,2026-09-12,0.8,0,False,Branch Line,False,12.5,SMMS
TRK-SEC-03-0042,Engineering,SEC-03,Delhi,Ballast,Rail Wear,Minor,-14,2026-09-12,3.0,0,False,Branch Line,False,12.5,TMS
TRK-SEC-01-0005,Engineering,SEC-01,Ambala,Track Geometry,Ballast Deficiency,Minor,-3,2026-09-01,2.1,0,False,Branch Line,False,12.5,TMS
OHE-SEC-08-0160,Traction Distribution,SEC-08,Firozpur,Insulator,Traction Substation Fault,Minor,-4,2026-09-02,0.7,0,False,Branch Line,False,12.5,TDMS
